1.13,7.06
2.2,5.64
5.01,1.13
9.48,0.31
7.43,6.21
6.14,4.37
3.41,2.04
2.46,3.91
1.54,3.11
0.21,7.31
6.48,3.09
9.63,6.78
5.3,7.98
9.76,6.02
0.93,4.93
9.01,6.29
1.7,8.31
0.01,4.07
3.62,8.2
1.54,4.18
4.01,2.58
3.13,8.11
4.01,8.22
7.2,9.14
6.76,8.29
2.1,8.58
7.25,7.03
2.79,6.74
4.7,2.2
2.19,7.36
0.81,9.49
3.0,0.67
4.68,3.47
0.96,4.54
2.44,7.23
6.88,0.41
6.14,9.43
3.48,9.96
6.61,1.24
0.37,0.57
4.18,9.22
0.05,4.01
9.43,3.43
0.06,0.27
9.95,7.73
8.77,3.85
7.98,7.55
9.6,8.76
1.41,4.97
9.93,5.1
0.91,5.7
6.48,9.58
0.34,8.11
8.53,9.51
6.89,5.08
8.9,0.31
7.75,5.81
9.81,2.43
0.76,9.45
3.98,2.81
4.38,1.95
6.4,3.12
4.21,5.23
9.63,6.39
8.89,4.73
6.59,5.28
6.99,0.61
7.85,3.15
5.51,5.94
6.71,4.16
8.61,6.17
3.51,6.8
8.88,7.66
1.32,8.5
4.66,4.75
4.12,3.29
6.22,6.27
8.34,8.63
0.61,6.35
9.69,4.47
3.55,1.02
3.13,6.74
8.45,9.53
2.45,1.64
0.86,5.26
3.96,3.7
0.51,1.35
4.87,6.66
2.26,1.88
9.4,1.33
6.84,6.59
1.86,3.36
7.44,2.28
9.8,9.55
1.2,6.42
6.84,7.72
2.01,2.09
5.32,3.2
2.71,0.61
4.83,0.62
2.36,7.64
6.3,5.5
6.73,5.8
8.47,3.31
8.52,3.32
4.92,8.67
0.63,0.52
3.6,9.69
0.15,2.37
2.04,7.16
7.52,9.9
0.1,8.71
9.68,2.54
3.74,8.14
5.42,4.06
0.56,6.28
5.33,4.87
4.51,5.04
1.38,8.41
8.67,6.47
7.11,3.42
8.76,7.63
6.45,4.99
8.43,1.64
1.97,8.32
0.93,9.51
5.81,6.42
7.93,0.97
1.15,3.57
5.45,0.13
3.01,8.07
7.83,4.96
4.35,8.49
5.18,7.12
1.18,2.92
9.83,9.21
6.48,8.66
4.97,3.14
0.69,3.35
3.68,7.95
6.96,8.81
6.32,1.56
8.34,6.7
0.81,3.41
4.57,8.54
7.19,8.06
9.46,7.14
9.65,0.02
2.57,2.13
2.92,9.07
0.59,0.8
8.68,1.58
2.13,9.3
1.72,5.13
3.12,6.27
5.79,8.29
5.44,4.81
7.16,8.28
9.31,4.2
7.48,2.32
4.63,3.97
4.72,6.84
9.99,4.84
6.94,8.05
4.91,1.34
9.85,5.54
2.7,0.7
8.85,1.52
6.31,1.87
4.64,9.9
2.31,5.1
0.44,8.9
8.35,2.49
3.3,1.21
3.51,7.04
6.87,6.14
0.66,3.59
0.5,9.82
3.76,8.52
2.72,2.04
4.98,5.52
5.09,1.27
9.81,4.13
1.8,0.44
5.47,4.86
2.51,3.1
2.42,4.91
1.72,7.06
9.31,8.04
2.48,3.32
5.23,8.35
3.65,9.05
1.31,3.65
7.15,0.68
3.75,2.93
3.37,5.6
9.89,1.5
2.53,7.71
2.89,6.14
2.88,5.95
6.36,7.9
2.2,7.43
7.5,3.29
3.34,9.8
0.01,7.07
5.89,9.85
6.88,3.54
8.58,1.33
6.16,8.25
3.82,0.31
8.22,6.5
2.26,7.47
0.02,6.8
3.37,2.71
6.99,0.43
4.33,5.24
4.09,2.22
3.82,0.29
0.53,8.83
3.1,7.7
9.21,3.11
5.55,7.82
9.65,2.36
1.91,9.58
3.65,1.18
5.13,2.58
5.79,1.66
3.12,6.68
0.77,2.04
1.94,8.05
9.46,3.85
5.06,9.22
8.76,6.22
2.4,1.69
0.84,2.03
9.29,0.69
8.72,5.86
0.36,3.53
8.91,3.06
9.53,2.4
6.13,3.87
5.91,4.62
9.89,3.57
7.74,6.01
1.48,6.88
7.51,1.21
4.48,7.17
2.9,7.74
4.25,6.59
8.72,7.91
7.03,7.65
5.78,8.76
9.85,7.17
5.5,6.09
3.13,2.24
1.66,1.01
4.4,7.65
5.47,2.7
0.04,4.5
0.34,0.06
9.87,9.39
6.32,1.86
7.9,0.06
6.93,8.63
1.64,9.87
6.46,5.14
1.07,8.36
0.94,4.55
1.86,9.89
0.64,3.29
9.01,5.26
9.79,6.83
4.65,7.12
8.0,3.68
3.58,6.55
4.09,9.34
0.08,7.44
4.54,8.43
3.78,0.94
6.83,5.56
5.49,7.01
6.73,1.4
6.5,9.13
3.07,0.47
5.37,2.28
8.43,3.27
3.71,2.76
5.45,1.82
7.97,6.74
0.72,5.19
9.96,9.47
8.36,0.9
1.36,4.64
6.39,4.28
4.2,4.49
9.71,0.27
9.37,8.38
2.8,3.59
1.06,2.84
8.22,5.71
9.76,8.29
0.75,3.52
5.17,0.87
0.68,1.01
4.23,5.75
1.03,5.17
1.16,0.2
6.52,4.69
9.12,5.62
3.11,4.77
9.18,2.78
9.98,1.66
1.1,4.2
0.95,8.28
0.54,7.07
4.8,1.12
8.73,5.71
2.76,5.97
5.29,6.13
4.73,8.76
5.52,4.74
2.57,2.09
9.81,4.18
7.19,4.29
4.96,7.63
2.3,0.32
2.11,0.26
2.39,8.79
0.24,6.83
1.76,2.26
9.56,0.54
8.38,2.11
7.19,9.27
2.49,4.6
9.69,9.4
