1,4
1,8
2,4
2,7
2,9
3,6
3,8
3,9
3,10
4,6
5,8
5,9
5,10
6,8
6,10
7,8
7,9
8,10
9,10
11,12
11,20
12,13
12,15
12,16
12,18
12,19
12,20
13,14
13,17
13,18
13,20
14,17
14,18
14,19
14,20
15,17
15,18
15,20
16,19
17,18
21,25
21,28
22,23
22,24
22,25
22,28
22,30
23,24
23,25
23,26
23,28
23,29
24,28
24,30
25,26
25,27
25,29
25,30
28,30
29,30
31,35
31,36
31,37
31,40
32,33
32,36
32,37
32,39
33,36
33,37
33,39
33,40
34,35
34,37
34,39
34,40
35,37
35,38
35,39
36,38
36,40
37,40
38,39
39,40
41,42
41,44
41,46
41,48
41,50
42,43
42,45
42,46
42,48
42,49
42,50
43,45
43,48
43,49
44,45
44,46
44,47
44,50
45,46
45,47
45,48
46,47
47,48
47,50
51,53
51,54
52,53
52,54
52,56
52,57
53,54
53,58
53,60
54,55
54,56
54,59
55,56
55,57
55,58
55,59
56,58
56,59
57,58
58,60
61,62
61,63
61,65
61,66
61,68
61,69
62,64
62,65
62,69
62,70
63,66
63,67
63,68
63,70
64,68
64,70
65,68
65,69
66,67
66,69
66,70
67,68
68,69
68,70
69,70
71,74
71,80
72,73
72,75
72,77
72,79
72,80
73,74
73,75
74,75
74,77
74,80
75,77
75,79
76,80
77,78
77,79
78,79
79,80
81,85
81,89
82,84
82,85
82,88
82,89
82,90
83,84
83,85
83,90
84,85
84,87
84,88
84,89
85,89
86,87
86,89
86,90
87,88
88,89
88,90
91,93
91,94
91,95
91,99
92,93
92,94
92,95
92,100
93,96
93,97
93,100
94,95
94,96
94,99
96,97
96,98
96,100
97,98
97,100
98,99
98,100
99,100
2,12
4,20
5,18
6,11
7,13
9,13
9,18
1,21
2,23
2,26
5,21
5,22
6,28
6,30
7,27
7,30
8,21
8,24
8,29
9,30
10,30
1,31
1,34
1,36
1,40
4,32
5,34
6,32
6,35
7,34
9,34
10,35
2,50
3,45
3,48
4,50
5,47
7,46
7,49
10,45
1,57
1,59
2,55
2,56
3,53
4,55
5,56
6,53
7,51
9,53
9,56
1,67
2,64
2,65
4,61
5,69
6,62
6,67
7,64
7,69
8,61
8,62
8,69
1,72
2,75
7,77
8,72
8,73
9,71
10,74
1,84
3,89
5,86
6,84
9,84
1,97
2,98
3,92
4,92
4,95
4,97
6,96
9,92
9,100
11,23
11,27
14,22
15,25
17,22
17,25
18,22
19,28
20,22
20,26
11,35
12,40
16,31
16,38
18,33
18,34
19,34
19,35
20,39
11,43
11,47
12,41
13,41
13,42
17,41
18,47
20,48
20,49
11,52
12,58
13,55
13,60
14,53
15,56
15,59
16,57
16,59
16,60
18,51
18,52
19,52
12,67
15,62
16,62
16,69
11,73
11,74
14,71
14,74
15,71
15,76
17,78
17,79
18,75
19,72
20,79
11,85
12,82
12,83
14,83
17,83
18,86
19,85
20,86
11,99
13,92
14,94
16,97
17,97
18,92
18,96
18,97
20,95
20,97
20,100
21,37
24,33
25,33
26,32
26,34
26,40
27,31
27,38
27,39
28,32
29,35
30,31
30,37
21,41
21,46
24,47
24,48
26,43
27,45
27,46
28,41
28,45
29,45
29,46
21,53
23,52
24,57
27,57
27,59
28,60
30,51
21,61
21,63
21,64
21,65
22,61
22,65
25,66
26,66
27,69
27,70
21,74
23,77
24,72
24,77
25,77
26,73
26,80
28,73
30,78
30,79
21,86
21,90
22,83
22,86
22,88
23,82
23,85
23,88
24,86
26,83
28,87
28,88
28,89
30,85
21,91
22,91
22,98
23,100
24,94
26,96
27,95
27,99
28,98
29,92
32,48
33,45
37,41
37,42
38,47
39,41
32,52
32,56
35,51
35,60
36,56
40,57
31,66
31,69
32,65
32,70
33,62
33,69
35,61
36,62
36,66
39,65
39,66
33,74
33,79
36,74
37,74
39,78
31,87
32,84
32,85
32,86
33,85
34,84
34,86
35,82
35,84
37,90
38,86
31,94
31,98
33,91
33,99
34,97
34,100
35,95
37,92
38,95
39,91
39,98
40,100
41,51
42,51
42,52
42,54
42,56
42,57
44,58
45,53
46,51
47,60
50,60
42,64
43,65
43,70
44,68
45,67
46,64
46,69
48,61
49,63
49,69
41,73
42,73
42,75
43,77
43,78
44,72
45,71
45,75
45,77
46,74
47,80
48,74
50,75
41,84
42,81
42,84
44,89
45,84
46,88
47,87
50,83
41,97
42,93
42,99
43,91
43,92
45,91
47,95
47,99
49,92
52,70
53,61
54,61
54,68
55,61
56,64
57,61
58,65
58,70
52,78
53,73
55,75
56,74
56,79
58,73
59,79
51,86
52,85
53,85
55,83
55,87
56,82
56,86
56,89
57,83
58,86
60,87
52,100
54,96
54,98
55,95
56,97
56,98
57,91
58,96
59,100
60,94
61,73
62,73
62,76
64,71
66,74
66,77
68,78
69,76
69,80
70,71
70,77
64,82
64,89
65,90
66,89
67,81
67,89
69,85
69,86
69,90
61,91
61,92
61,94
61,99
62,98
69,96
71,83
72,83
72,89
73,83
75,85
75,89
78,82
79,84
79,90
80,86
80,90
77,92
78,93
79,92
80,96
81,91
82,95
83,96
84,91
88,92
88,94
88,99
90,93
