13,16,3,5,17,2,3,3,17,7,8,11,4,7,15,19,7,20,17,2,4,9,9,18,15,3,20,14,10,7,19,16,17,17,6,10,19,19,7,10,19,12,19,17,13,20,5,17,20,16,353
8,5,16,16,19,20,15,13,17,14,4,5,15,10,3,4,7,1,14,7,14,7,17,5,2,5,17,7,5,18,13,10,17,8,11,8,5,11,19,6,10,1,16,10,10,15,13,13,15,4,239
5,16,2,18,13,9,13,13,18,11,4,7,15,4,10,12,19,1,7,7,10,2,14,13,11,7,3,9,15,10,6,2,1,15,17,18,10,1,8,9,16,3,11,2,19,2,19,2,16,20,282
8,5,15,1,6,10,10,5,20,8,20,7,4,19,19,14,6,10,10,16,14,19,15,15,2,12,5,13,11,4,12,14,20,19,17,14,2,17,9,20,3,3,15,17,12,3,19,4,3,14,333
6,19,18,14,20,20,6,5,12,8,7,7,5,16,1,1,13,5,11,11,20,17,17,4,17,2,4,18,12,16,16,19,16,3,1,3,13,20,19,11,13,7,16,10,11,16,6,3,6,11,230
8,14,10,7,20,8,10,13,7,10,7,8,11,6,9,8,6,12,20,12,9,7,15,2,19,11,15,3,10,5,4,20,15,13,18,10,8,20,8,15,5,12,7,1,15,15,7,6,3,3,250
9,4,17,13,7,15,10,19,14,1,4,13,15,14,18,7,9,18,6,14,3,8,19,7,20,2,14,20,4,10,4,19,8,7,9,6,8,13,17,12,11,4,9,19,19,7,3,1,12,18,241
20,20,13,16,8,5,6,5,13,19,12,6,4,2,20,19,20,9,6,2,1,1,16,2,10,13,4,16,18,13,16,18,2,17,2,2,14,18,2,12,16,15,18,12,12,9,9,19,12,1,243
18,5,9,8,13,14,12,20,2,7,10,6,17,17,1,19,18,13,18,19,1,19,17,13,3,16,12,9,1,5,14,2,8,8,11,11,11,12,19,13,16,16,3,7,15,18,1,15,7,2,284
6,13,20,12,20,4,15,12,12,3,14,14,20,4,7,2,18,10,14,8,11,5,13,9,11,14,14,2,7,10,3,5,14,14,13,10,4,20,19,4,6,3,15,10,11,13,5,11,6,11,201
15,5,10,18,1,10,12,15,5,2,20,7,4,20,13,16,19,8,19,4,8,6,13,15,19,18,9,13,9,14,14,15,3,1,1,6,18,13,18,6,15,2,3,11,15,18,8,18,7,3,219
1,13,17,19,17,2,7,12,1,11,16,9,19,4,13,15,2,9,12,3,20,8,4,2,18,8,2,16,7,12,1,5,9,15,9,11,17,1,20,17,17,11,20,2,8,8,19,8,9,15,211
5,6,16,10,10,15,16,2,20,13,12,5,12,11,16,16,9,17,12,3,5,10,19,6,17,8,15,18,5,2,19,12,15,14,16,12,14,6,2,1,12,14,2,7,17,7,19,4,4,10,242
13,1,3,20,2,13,8,14,2,16,8,1,3,11,20,5,10,8,7,7,8,19,4,10,2,7,11,19,12,16,20,16,5,16,6,17,10,10,13,5,6,9,18,20,1,10,1,14,13,10,190
16,2,12,16,1,4,2,5,10,19,9,4,15,2,11,10,20,20,9,1,11,10,3,8,12,17,1,18,10,4,15,19,4,13,10,4,14,13,15,18,18,19,17,3,17,19,12,19,2,2,180
12,5,19,13,12,18,17,15,10,14,7,3,7,12,3,5,5,15,5,12,12,3,16,19,15,13,15,18,17,16,13,1,19,16,13,8,18,15,1,4,19,6,11,9,17,8,19,3,5,19,270
9,5,13,18,10,14,8,4,9,5,8,16,9,1,18,9,7,7,5,8,19,3,13,2,11,8,3,7,8,8,3,4,1,9,12,16,19,10,2,16,1,15,9,16,3,16,11,14,7,18,213
3,2,11,4,18,12,8,10,1,11,10,18,17,20,14,1,7,3,6,15,20,11,15,6,15,15,19,3,6,6,5,7,17,2,11,19,15,18,15,6,7,4,18,17,16,16,14,8,9,15,196
11,5,20,8,3,14,10,6,11,13,8,6,1,19,13,4,17,19,3,14,7,17,14,9,11,5,12,2,9,6,20,13,19,15,16,7,19,19,8,16,6,7,12,2,1,15,11,6,19,11,184
7,7,7,1,13,4,1,9,18,18,8,5,20,12,20,8,15,1,12,16,7,17,11,15,16,7,4,10,13,10,16,7,4,16,17,4,1,19,10,18,8,2,9,13,1,16,9,19,10,15,228
15,9,14,5,3,9,5,2,5,13,6,17,3,12,20,19,12,12,20,10,5,9,13,10,11,5,18,13,13,9,4,20,14,6,1,10,2,5,9,11,8,4,8,20,9,15,18,13,14,6,289
20,15,7,13,1,8,13,13,15,4,1,20,6,8,5,20,5,19,13,16,3,8,1,20,3,15,3,4,6,19,11,2,7,8,11,8,7,20,2,15,10,14,16,13,19,14,11,4,8,6,180
14,18,3,13,20,1,10,8,16,1,11,17,19,8,9,3,20,13,11,14,15,11,19,15,2,20,5,16,20,3,13,9,4,11,16,19,4,19,16,6,5,3,13,8,16,17,2,1,8,5,236
17,3,8,17,5,3,11,4,15,16,10,7,5,16,7,13,11,15,4,9,15,17,16,7,17,20,7,12,3,11,18,18,10,11,6,18,8,19,6,2,17,15,16,9,14,14,6,2,16,13,320
9,3,2,1,2,4,4,9,2,12,6,10,5,14,3,16,17,16,8,12,5,20,17,3,1,8,9,8,5,8,17,8,5,1,14,17,12,6,6,7,4,3,3,18,13,7,7,8,13,4,148
1,19,17,3,9,5,13,4,12,20,13,17,6,3,19,13,2,7,1,15,14,13,6,8,12,3,17,20,10,2,19,11,10,11,2,20,15,6,10,3,5,11,16,20,20,12,10,10,8,15,244
5,12,8,11,11,5,1,18,12,9,7,10,1,14,1,5,17,6,1,7,1,4,11,5,13,6,3,11,4,1,4,12,10,11,9,18,9,17,2,3,3,8,3,6,7,17,19,10,13,16,229
17,13,8,15,5,5,10,5,20,7,17,11,10,5,16,19,15,1,17,14,8,11,20,7,10,3,18,11,11,14,4,9,12,6,10,18,7,1,10,4,3,12,7,12,2,18,14,15,3,1,205
17,6,2,1,3,11,19,14,14,12,18,14,9,14,14,20,14,7,19,12,16,11,3,1,6,12,14,12,13,13,20,5,13,15,16,15,14,6,2,15,8,11,8,4,13,7,20,15,4,2,303
15,6,5,5,14,12,11,2,1,17,10,12,8,16,19,7,9,11,14,7,18,9,5,11,2,14,16,17,7,15,3,5,17,3,8,3,18,3,20,8,4,2,19,20,2,9,1,20,2,7,191
3,6,2,13,13,11,9,2,5,17,3,12,18,4,19,12,10,11,12,18,5,12,5,19,1,4,2,12,18,18,5,6,16,7,19,8,1,17,3,12,2,15,2,12,8,11,4,3,9,14,191
10,2,2,15,9,20,20,20,3,17,16,10,19,11,10,14,11,14,5,9,19,13,1,12,14,19,19,19,13,17,7,4,18,13,3,19,20,16,12,14,14,3,6,4,19,6,14,8,11,8,378
19,11,8,14,12,9,11,10,11,5,14,1,11,8,7,8,15,16,5,8,15,6,19,17,8,2,8,19,20,16,3,13,17,9,18,1,1,7,15,8,5,10,11,19,19,4,20,2,4,2,225
3,18,14,13,3,1,19,19,2,18,17,17,10,7,13,19,19,8,20,17,1,9,1,19,19,17,9,19,18,17,2,2,14,16,9,11,18,6,7,13,8,13,12,6,20,18,16,4,18,19,295
14,16,19,18,9,16,3,15,19,12,19,3,3,15,4,18,17,14,13,18,5,2,18,17,18,17,19,1,2,7,1,17,16,10,10,7,14,15,4,17,11,11,6,16,20,5,2,6,5,20,329
3,14,6,18,18,14,14,7,9,14,10,17,16,10,9,4,3,9,18,12,16,8,7,12,1,9,10,8,10,2,8,3,16,16,1,7,16,15,16,13,20,13,17,12,4,4,3,4,11,10,203
5,4,9,15,11,11,8,9,11,11,1,20,13,20,3,7,5,8,14,14,9,15,7,19,9,17,16,16,1,6,7,12,5,16,13,14,9,20,8,14,7,14,9,3,18,13,13,20,6,4,230
13,3,7,1,3,2,7,3,17,4,7,20,4,15,8,16,10,4,12,4,4,7,17,17,12,16,13,9,16,9,17,7,14,11,1,4,8,5,4,8,13,1,6,5,7,12,19,16,17,14,298
7,17,13,2,9,14,8,19,10,6,12,18,12,13,10,11,10,15,14,2,7,11,4,6,10,2,12,1,9,10,10,10,2,13,14,16,17,15,13,8,20,3,8,17,8,20,17,12,5,1,249
4,16,3,18,4,16,12,10,8,4,16,15,12,18,10,5,10,10,15,13,9,11,1,5,9,17,4,5,5,16,14,5,15,9,20,14,18,10,6,7,13,12,20,14,8,17,7,14,5,16,224
18,10,16,6,5,20,1,3,3,9,16,4,14,9,15,18,19,12,10,15,11,20,2,8,3,15,10,5,14,7,18,6,8,7,17,3,11,3,10,17,20,16,7,13,1,15,16,11,20,4,231
10,16,9,12,7,1,6,19,16,10,20,10,2,6,5,4,8,19,1,3,16,12,15,14,5,1,8,18,15,1,18,10,9,15,12,19,7,10,18,11,12,10,16,13,11,4,16,9,10,7,219
5,10,10,15,4,5,3,20,14,3,15,4,3,15,3,4,3,3,17,12,6,17,16,17,13,12,18,20,19,3,2,14,6,7,14,15,17,5,7,17,4,10,5,17,12,18,11,19,19,19,192
18,9,2,11,15,17,17,1,11,15,19,7,11,2,1,8,12,14,10,10,11,4,14,5,8,14,8,5,17,5,7,14,6,19,20,4,15,2,9,20,20,5,4,14,9,17,4,16,20,11,320
18,11,17,9,11,11,10,10,7,7,19,20,12,3,1,3,18,10,15,10,8,14,2,18,16,15,1,9,9,19,20,15,18,7,6,1,6,4,12,9,18,19,15,2,17,11,4,5,2,13,309
