2,3,7,18,16,9,17,19,19,9,16,15,20,7,18,7,7,9,20,13,12,16,7,9,1,8,10,19,3,4,14,19,2,16,13,1,20,11,16,12,7,3,16,17,11,8,11,4,8,18,289
14,18,5,17,17,7,16,16,20,11,2,20,5,19,3,12,15,7,5,12,13,19,3,12,1,12,19,18,19,4,19,2,3,19,4,16,16,20,13,12,20,11,2,7,1,11,3,11,3,11,323
16,14,2,15,4,4,8,12,6,17,15,5,13,5,5,10,6,8,5,18,17,13,9,2,19,15,13,7,3,1,2,18,20,18,2,2,9,2,4,8,15,14,9,6,6,16,6,16,19,10,219
8,18,5,9,15,5,11,1,14,16,9,6,15,16,16,6,1,19,13,11,17,11,20,6,3,4,7,3,15,14,1,18,7,9,15,5,18,20,17,8,17,11,4,12,3,15,17,10,11,12,186
15,17,7,15,5,16,17,16,18,4,16,4,2,1,7,20,17,15,10,8,20,14,8,12,4,16,5,20,9,18,15,1,12,20,16,16,1,20,3,3,5,11,6,8,13,9,15,10,18,20,197
18,11,10,14,1,13,16,18,2,15,9,7,7,5,9,20,3,16,4,4,13,5,14,10,14,3,3,1,8,20,19,9,13,3,14,12,13,1,7,16,8,18,2,8,6,3,15,1,15,13,223
11,5,20,20,1,20,2,18,18,11,5,7,7,14,10,3,9,6,20,6,6,20,9,10,16,19,12,8,19,11,6,9,17,13,1,17,15,7,16,10,18,2,7,19,11,8,10,19,8,17,277
15,9,12,9,2,5,9,5,2,19,4,7,18,15,16,10,6,6,8,11,7,10,2,6,8,10,7,10,5,1,1,14,5,7,17,2,19,15,9,20,15,4,5,11,6,2,1,20,6,20,227
12,13,2,2,14,20,20,9,15,20,2,16,11,17,1,9,20,16,12,17,7,10,15,19,1,4,20,12,5,13,9,16,13,8,10,16,10,5,8,2,6,3,14,9,1,20,4,14,17,15,219
8,14,10,5,1,3,6,17,8,19,14,9,8,6,6,2,2,2,14,10,10,15,12,12,14,14,4,15,3,8,18,18,15,1,18,2,7,3,11,5,19,9,16,7,15,4,5,19,15,3,191
10,9,9,11,20,2,1,20,1,3,5,7,8,7,8,3,14,15,2,15,12,16,3,19,18,18,12,7,12,20,9,2,16,10,1,6,15,5,1,8,5,10,17,8,18,2,11,3,18,8,263
11,7,2,20,2,3,11,4,14,4,17,11,12,11,3,3,5,16,7,17,16,9,6,16,5,20,14,4,13,19,14,13,11,11,5,16,17,9,7,14,12,20,10,1,8,14,3,5,1,19,232
20,14,1,6,12,5,5,5,6,13,14,10,4,6,5,9,20,1,3,12,2,18,3,7,14,17,16,4,4,8,10,18,20,17,3,6,9,17,8,14,17,2,4,17,9,2,8,6,10,18,242
7,10,20,10,11,3,18,2,19,3,8,4,6,14,8,8,7,14,19,11,13,7,7,7,10,16,12,12,10,6,10,12,18,4,14,5,17,8,9,9,3,3,11,14,16,12,18,15,6,3,196
17,6,5,20,7,4,12,18,7,8,17,4,18,2,13,5,12,3,19,14,16,19,7,4,11,20,12,7,13,18,14,9,3,12,12,3,10,8,6,7,6,2,16,7,18,16,15,2,15,8,225
18,12,20,14,13,19,12,2,4,7,8,1,11,16,9,6,10,7,13,10,10,11,2,3,20,7,4,20,13,12,5,7,19,12,9,9,9,17,16,12,17,17,7,20,16,13,19,13,10,11,233
9,4,11,5,12,15,6,4,7,8,4,6,7,14,16,19,2,20,9,15,20,8,10,4,15,6,13,17,3,7,10,5,2,19,17,14,18,13,10,11,13,12,13,6,19,17,9,16,15,15,246
14,17,18,13,5,16,5,20,18,19,11,17,14,2,16,9,17,11,18,15,10,8,3,19,10,10,17,4,1,20,8,7,1,15,9,14,11,5,7,3,15,20,6,19,18,13,9,13,9,12,317
19,7,5,5,10,6,6,9,19,16,8,3,2,12,2,16,10,11,2,19,11,11,15,16,7,11,12,18,12,6,9,9,10,12,20,10,9,19,12,14,12,2,17,13,2,9,13,10,8,16,316
9,3,4,2,12,4,2,7,6,7,5,12,16,6,1,10,2,1,1,16,5,8,5,10,17,15,15,19,13,5,14,3,17,11,5,16,1,8,17,18,14,20,14,8,18,6,6,11,1,12,211
8,2,9,18,13,16,17,19,2,19,8,5,14,2,1,3,5,12,20,6,1,1,11,7,11,13,2,12,5,5,11,12,14,19,14,2,1,19,18,12,16,3,12,13,7,18,2,8,11,1,229
8,14,16,17,8,7,3,10,3,19,16,11,3,18,16,14,15,19,10,17,5,18,20,5,5,5,2,2,20,8,3,7,12,3,7,7,10,13,13,11,11,2,1,4,10,8,4,16,7,6,217
9,17,8,6,5,5,10,20,12,13,10,13,14,17,17,17,4,15,11,3,9,2,11,14,4,2,10,4,9,9,4,17,17,12,6,7,4,10,6,2,19,12,11,5,19,6,11,3,4,8,198
10,20,4,20,14,10,18,11,6,18,9,14,15,3,2,8,7,11,1,10,10,9,4,13,15,6,8,1,15,11,19,9,4,20,2,4,13,13,14,2,14,1,14,18,12,1,13,9,12,10,293
5,5,19,3,10,9,20,19,9,18,20,16,20,5,4,18,9,19,16,6,7,18,20,11,5,12,14,7,8,7,4,14,17,1,18,2,8,19,2,20,9,4,15,3,2,18,11,8,14,13,291
3,12,10,20,14,10,20,1,13,11,1,20,1,3,13,9,15,18,7,20,16,11,10,19,19,9,2,2,2,1,9,5,8,15,9,12,11,14,18,10,8,13,10,14,10,14,14,15,7,16,288
14,4,18,18,4,5,14,17,9,10,13,11,1,9,20,13,9,13,4,12,11,12,12,2,11,3,14,8,5,17,3,14,9,13,1,12,17,10,1,15,6,19,15,6,17,13,19,15,9,6,312
17,7,10,10,13,9,13,2,19,11,9,9,8,7,1,11,12,13,4,5,2,4,9,7,9,1,20,11,1,9,1,10,17,18,8,5,20,8,17,11,10,13,16,4,19,8,15,2,18,1,302
8,14,1,1,9,4,8,10,4,20,2,20,18,13,3,2,13,6,14,15,4,12,1,13,6,6,16,12,15,5,6,12,1,8,1,4,14,5,9,20,8,11,20,9,7,2,20,19,12,1,203
1,11,10,8,11,19,4,10,10,1,8,5,19,19,16,11,3,19,12,6,11,11,17,19,3,5,20,13,18,5,1,6,3,17,4,18,4,18,1,7,6,1,6,19,18,12,6,13,2,12,217
14,8,17,4,4,4,17,16,7,1,7,4,9,10,16,9,5,4,11,2,15,20,19,15,4,20,7,16,8,18,9,1,3,2,18,5,1,3,19,7,14,9,4,5,15,14,2,20,16,14,205
18,14,1,2,17,3,7,14,17,12,9,20,20,4,20,12,17,17,11,12,19,11,14,16,9,16,13,2,4,16,5,12,7,15,3,4,9,19,6,14,14,19,6,5,17,2,11,8,1,9,271
